Day,Month,Year,Hour,Minute,Argonnessen,Cannith,Ghallanda,Khyber,Orien,Sarlona,Thelanis
25,2,2020,16,30,7,14,6,10,29,5,10
25,2,2020,16,35,7,15,6,8,27,6,9
25,2,2020,16,40,6,14,9,7,26,7,10
25,2,2020,16,45,6,14,12,11,24,9,10
25,2,2020,16,50,7,16,14,11,26,8,8
25,2,2020,16,55,7,18,12,10,23,8,6
25,2,2020,17,0,7,16,13,8,24,8,9
25,2,2020,17,5,4,16,17,9,27,8,9
25,2,2020,17,10,5,16,15,9,22,8,7
25,2,2020,17,15,4,18,16,11,24,7,8
25,2,2020,17,20,5,23,14,11,25,7,12
25,2,2020,17,25,5,20,14,10,27,9,10
25,2,2020,17,30,5,20,16,10,22,9,12
25,2,2020,17,35,5,22,13,11,21,11,10
25,2,2020,17,40,7,23,15,11,18,10,10
25,2,2020,17,45,8,25,18,12,18,7,10
25,2,2020,17,50,9,22,18,12,17,6,10
25,2,2020,17,55,8,20,18,14,14,6,8
25,2,2020,18,0,8,21,20,16,16,6,10
25,2,2020,18,5,7,18,22,14,18,6,10
25,2,2020,18,10,6,18,23,14,15,6,9
25,2,2020,18,15,7,16,21,13,15,8,7
25,2,2020,18,20,5,16,20,12,19,11,9
25,2,2020,18,25,5,17,16,10,18,10,10
25,2,2020,18,30,5,18,17,8,17,9,8
25,2,2020,18,35,5,19,18,8,16,9,10
25,2,2020,18,40,8,19,17,9,13,9,10
25,2,2020,18,45,8,21,21,10,15,6,11
25,2,2020,18,50,7,20,18,11,16,7,10
25,2,2020,18,55,6,20,19,9,14,8,8
25,2,2020,19,0,6,21,22,9,13,7,8
25,2,2020,19,5,6,18,17,5,16,10,9
25,2,2020,19,10,6,19,15,5,16,9,9
25,2,2020,19,15,9,22,16,5,18,8,9
25,2,2020,19,20,9,21,15,7,18,4,8
25,2,2020,19,25,9,18,14,9,17,9,6
25,2,2020,19,30,11,13,11,10,14,11,9
25,2,2020,19,35,11,17,12,9,15,13,9
25,2,2020,19,40,14,19,11,10,16,8,9
25,2,2020,19,45,13,18,10,13,16,8,9
25,2,2020,19,50,13,18,14,10,16,10,10
25,2,2020,19,55,13,19,14,9,16,11,10
25,2,2020,20,0,13,22,10,6,14,13,9
25,2,2020,20,5,14,25,11,10,17,12,11
25,2,2020,20,10,15,23,13,10,18,11,11
25,2,2020,20,15,16,21,9,9,13,9,12
25,2,2020,20,20,15,23,9,9,17,6,12
25,2,2020,20,25,15,22,8,10,20,4,13
25,2,2020,20,30,12,20,11,10,20,4,15
25,2,2020,20,35,11,19,11,11,15,4,14
25,2,2020,20,40,10,17,10,9,14,6,13
25,2,2020,20,45,11,17,10,8,10,5,14
25,2,2020,20,50,12,15,12,7,12,8,13
25,2,2020,20,55,13,18,11,8,15,12,11
25,2,2020,21,0,13,18,13,9,14,13,11
25,2,2020,21,5,15,16,12,7,14,11,8
25,2,2020,21,10,14,15,16,7,12,15,8
25,2,2020,21,15,14,17,18,8,16,13,7
25,2,2020,21,20,15,15,17,8,16,15,6
25,2,2020,21,25,12,12,15,9,19,16,8
25,2,2020,21,30,9,11,17,10,18,13,8
25,2,2020,21,35,12,17,13,10,20,12,8
25,2,2020,21,40,10,18,14,14,17,14,11
25,2,2020,21,45,13,17,13,10,16,12,10
25,2,2020,21,50,13,24,13,7,18,13,10
25,2,2020,21,55,13,22,15,11,16,12,12
25,2,2020,22,0,13,21,12,10,19,12,12
25,2,2020,22,5,10,22,15,9,16,12,12
25,2,2020,22,10,12,17,12,8,13,9,11
25,2,2020,22,15,14,18,11,8,15,9,11
25,2,2020,22,20,16,16,13,11,15,10,9
25,2,2020,22,25,14,15,9,11,18,8,9
25,2,2020,22,30,12,16,12,11,15,9,8
25,2,2020,22,35,12,10,10,10,14,10,9
25,2,2020,22,40,16,13,11,9,13,4,8
25,2,2020,22,45,14,14,14,11,16,5,5
25,2,2020,22,50,15,14,13,11,17,6,4
25,2,2020,22,55,13,16,11,9,16,6,8
25,2,2020,23,0,12,15,13,11,23,8,7
25,2,2020,23,5,13,13,14,10,20,8,7
25,2,2020,23,10,14,10,13,11,15,10,7
25,2,2020,23,15,11,11,13,11,16,7,8
25,2,2020,23,20,9,12,14,14,14,7,10
25,2,2020,23,25,10,9,13,11,13,9,9
25,2,2020,23,30,9,7,12,8,16,9,9
25,2,2020,23,35,11,8,10,11,13,8,8
25,2,2020,23,40,12,9,8,10,11,5,7
25,2,2020,23,45,11,13,9,12,12,7,6
25,2,2020,23,50,12,14,11,11,10,7,6
25,2,2020,23,55,11,12,10,10,6,8,5
26,2,2020,0,0,11,12,8,9,6,9,7
26,2,2020,0,5,9,14,8,8,8,7,7
26,2,2020,0,10,11,14,11,10,7,5,10
26,2,2020,0,15,9,11,10,8,9,7,9
26,2,2020,0,20,8,11,11,9,9,9,8
26,2,2020,0,25,9,12,11,8,11,9,8
26,2,2020,0,30,10,13,12,6,11,9,10
26,2,2020,0,35,10,12,12,5,13,9,9
26,2,2020,0,40,9,11,13,4,15,12,8
26,2,2020,0,45,9,14,11,5,17,15,7
26,2,2020,0,50,8,12,10,5,16,15,5
26,2,2020,0,55,9,15,10,4,13,11,5
26,2,2020,1,0,11,16,11,4,13,10,7
26,2,2020,1,5,11,15,9,5,15,12,8
26,2,2020,1,10,11,17,11,6,17,11,8
26,2,2020,1,15,10,12,13,5,15,11,7
26,2,2020,1,20,9,11,10,5,13,10,7
26,2,2020,1,25,8,11,11,2,12,13,7
26,2,2020,1,30,8,12,9,1,9,10,6
26,2,2020,1,35,8,12,9,2,9,10,5
26,2,2020,1,40,9,12,5,2,11,8,5
26,2,2020,1,45,7,13,6,4,13,10,5
26,2,2020,1,50,10,13,7,4,12,9,5
26,2,2020,1,55,10,12,9,5,12,8,5
26,2,2020,2,0,7,11,8,5,12,10,4
26,2,2020,2,5,10,11,9,3,11,8,4
26,2,2020,2,10,8,11,9,3,11,10,5
26,2,2020,2,15,7,9,7,3,10,9,4
26,2,2020,2,20,5,10,7,2,8,10,3
26,2,2020,2,25,5,12,10,4,9,10,4
26,2,2020,2,30,4,10,8,3,9,8,4
26,2,2020,2,35,4,9,7,2,10,7,4
26,2,2020,2,40,4,8,5,1,13,6,4
26,2,2020,2,45,2,9,5,1,10,8,4
26,2,2020,2,50,2,8,7,1,11,8,4
26,2,2020,2,55,3,9,5,1,9,8,4
26,2,2020,3,0,5,9,4,2,9,9,4
26,2,2020,3,5,5,9,4,2,10,10,4
26,2,2020,3,10,5,12,4,2,7,12,4
26,2,2020,3,15,4,8,5,2,7,13,4
26,2,2020,3,20,5,6,5,3,8,15,5
26,2,2020,3,25,3,8,4,4,8,11,5
26,2,2020,3,30,3,6,4,2,8,10,6
26,2,2020,3,35,4,6,4,3,10,11,6
26,2,2020,3,40,3,6,4,3,10,9,6
26,2,2020,3,45,4,8,5,3,10,9,6
26,2,2020,3,50,5,7,4,4,9,10,6
26,2,2020,3,55,5,6,5,4,12,14,6
26,2,2020,4,0,4,7,5,4,13,14,6
26,2,2020,4,5,5,6,5,3,9,15,4
26,2,2020,4,10,5,6,4,4,10,13,5
26,2,2020,4,15,3,6,6,3,8,11,7
26,2,2020,4,20,3,7,7,2,9,11,6
26,2,2020,4,25,3,6,7,3,9,11,7
26,2,2020,4,30,6,3,10,1,8,8,7
26,2,2020,4,35,4,4,6,2,8,8,7
26,2,2020,4,40,5,3,6,4,8,11,5
26,2,2020,4,45,6,4,8,5,7,11,5
26,2,2020,4,50,5,3,9,5,9,13,4
26,2,2020,4,55,5,3,9,2,8,11,4
26,2,2020,5,0,5,4,8,2,7,12,5
26,2,2020,5,5,5,6,8,2,8,12,6
26,2,2020,5,10,4,5,7,4,8,12,5
26,2,2020,5,15,4,6,6,2,8,11,5
26,2,2020,5,20,3,6,5,1,7,11,5
26,2,2020,5,25,2,6,7,4,6,12,5
26,2,2020,5,30,2,5,10,5,8,13,6
26,2,2020,5,35,2,4,7,4,7,13,6
26,2,2020,5,40,2,4,8,4,7,13,6
26,2,2020,5,45,2,4,8,3,8,11,4
26,2,2020,5,50,1,6,8,4,10,14,4
26,2,2020,5,55,1,6,8,5,8,14,3
26,2,2020,6,0,3,8,8,5,9,14,4
26,2,2020,6,5,3,7,10,2,11,15,4
26,2,2020,6,10,3,9,10,3,9,13,4
26,2,2020,6,15,5,8,10,3,9,10,4
26,2,2020,6,20,4,6,8,5,9,10,3
26,2,2020,6,25,4,6,9,5,10,11,3
26,2,2020,6,30,7,6,10,5,7,13,4
26,2,2020,6,35,9,4,11,5,7,11,6
26,2,2020,6,40,8,5,10,4,7,15,6
26,2,2020,6,45,6,7,9,5,10,13,5
26,2,2020,6,50,8,6,8,7,8,12,5
26,2,2020,6,55,6,6,7,5,9,12,4
26,2,2020,7,0,4,6,8,4,9,9,7
26,2,2020,7,5,3,7,5,6,10,11,5
26,2,2020,7,10,5,7,5,6,10,10,5
26,2,2020,7,15,3,6,6,4,11,11,3
26,2,2020,7,20,4,5,5,3,10,7,6
26,2,2020,7,25,5,7,4,4,9,9,6
26,2,2020,7,30,5,8,6,5,10,11,6
26,2,2020,7,35,4,9,7,4,15,8,7
26,2,2020,7,40,5,7,5,5,14,10,7
26,2,2020,7,45,5,10,4,6,13,9,7
26,2,2020,7,50,6,11,6,3,15,12,6
26,2,2020,7,55,5,11,6,3,12,9,6
26,2,2020,8,0,7,9,7,4,11,11,6
26,2,2020,8,5,5,9,7,4,11,11,8
26,2,2020,8,10,5,10,8,4,11,12,8
26,2,2020,8,15,5,10,7,5,11,10,8
26,2,2020,8,20,5,9,7,5,10,11,6
26,2,2020,8,25,6,9,6,5,10,9,3
26,2,2020,8,30,7,9,6,3,11,8,4
26,2,2020,8,35,6,9,5,2,6,5,4
26,2,2020,8,40,6,9,4,1,6,7,4
26,2,2020,8,45,4,6,5,0,5,5,2
26,2,2020,8,50,3,4,3,0,5,5,3
26,2,2020,8,55,1,4,2,0,5,4,1
26,2,2020,9,0,1,1,2,0,2,2,0
26,2,2020,9,5,0,0,0,0,0,0,0
26,2,2020,9,5,0,0,0,0,0,0,0
26,2,2020,9,10,0,0,0,0,0,0,0
26,2,2020,9,15,0,0,0,0,0,0,0
26,2,2020,9,20,0,0,0,0,0,0,0
26,2,2020,9,25,0,0,0,0,0,0,0
26,2,2020,9,30,0,0,0,0,0,0,0
26,2,2020,9,35,0,0,0,0,0,0,0
26,2,2020,9,40,0,0,0,0,0,0,0
26,2,2020,9,45,0,0,0,0,0,0,0
26,2,2020,9,50,0,0,0,0,0,0,0
26,2,2020,9,55,0,0,0,0,0,0,0
26,2,2020,10,0,0,0,0,0,0,0,0
26,2,2020,10,5,0,0,0,0,0,0,0
26,2,2020,10,10,0,0,0,0,0,0,0
26,2,2020,10,15,0,0,0,0,0,0,0
26,2,2020,10,20,0,0,0,0,0,0,0
26,2,2020,10,25,0,0,0,0,0,0,0
26,2,2020,10,30,0,0,0,0,0,0,0
26,2,2020,10,35,0,0,0,0,0,0,0
26,2,2020,10,40,0,0,0,0,0,0,0
26,2,2020,10,45,0,0,0,0,0,0,0
26,2,2020,10,50,0,0,0,0,0,0,0
26,2,2020,10,55,0,0,0,0,0,0,0
26,2,2020,11,0,0,0,0,0,0,0,0
26,2,2020,11,5,0,0,0,0,0,0,0
26,2,2020,11,10,0,0,0,0,0,0,0
26,2,2020,11,15,0,0,0,0,0,0,0
26,2,2020,11,20,0,0,0,0,0,0,0
26,2,2020,11,25,0,0,0,0,0,0,0
26,2,2020,11,30,0,0,0,0,0,0,0
26,2,2020,11,35,0,0,0,0,0,0,0
26,2,2020,11,40,0,0,0,0,0,0,0
26,2,2020,11,45,0,0,0,0,0,0,0
26,2,2020,11,50,0,0,0,0,0,0,0
26,2,2020,11,55,0,0,0,0,0,0,0
26,2,2020,12,0,9,8,8,7,9,7,7
26,2,2020,12,5,9,8,10,9,10,6,7
26,2,2020,12,10,8,12,11,9,13,6,7
26,2,2020,12,15,10,10,11,8,14,6,7
26,2,2020,12,20,11,10,13,8,11,6,9
26,2,2020,12,25,11,12,14,6,10,6,9
26,2,2020,12,30,12,15,12,6,9,7,9
26,2,2020,12,35,12,16,10,5,9,7,7
26,2,2020,12,40,10,17,13,5,11,7,6
26,2,2020,12,45,14,18,12,5,12,6,6
26,2,2020,12,50,14,17,10,5,15,6,5
26,2,2020,12,55,13,17,9,4,15,6,5
26,2,2020,13,0,11,14,9,5,14,9,6
26,2,2020,13,5,10,17,8,8,14,6,6
26,2,2020,13,10,11,17,8,8,13,6,6
26,2,2020,13,15,12,15,8,8,14,5,6
26,2,2020,13,20,13,15,6,7,14,6,5
26,2,2020,13,25,12,17,5,9,13,6,7
26,2,2020,13,30,11,17,5,8,15,6,7
26,2,2020,13,35,11,18,6,9,12,7,8
26,2,2020,13,40,10,17,6,12,13,7,7
26,2,2020,13,45,13,16,9,9,12,5,8
26,2,2020,13,50,14,15,7,9,16,5,7
26,2,2020,13,55,12,14,7,10,19,4,10
26,2,2020,14,0,10,11,6,9,18,4,10
26,2,2020,14,5,10,12,4,7,17,6,11
26,2,2020,14,10,12,11,7,6,17,6,10
26,2,2020,14,15,13,14,7,7,18,7,10
26,2,2020,14,20,12,16,5,7,17,9,10
26,2,2020,14,25,11,13,7,9,21,9,9
26,2,2020,14,30,10,17,8,6,17,8,10
26,2,2020,14,35,13,14,9,6,20,10,11
26,2,2020,14,40,13,13,9,7,21,11,11
26,2,2020,14,45,12,15,10,8,17,14,11
26,2,2020,14,50,13,14,11,9,16,14,11
26,2,2020,14,55,14,17,13,12,16,14,13
26,2,2020,15,0,12,16,11,11,16,13,10
26,2,2020,15,5,12,16,10,10,18,13,11
26,2,2020,15,10,13,15,9,10,22,13,12
26,2,2020,15,15,15,14,9,10,19,13,8
26,2,2020,15,20,15,17,10,12,20,12,10
26,2,2020,15,25,11,17,10,10,19,10,13
26,2,2020,15,30,11,14,10,10,20,10,16
26,2,2020,15,35,14,15,10,10,15,10,15
26,2,2020,15,40,12,15,12,11,14,12,14
26,2,2020,15,45,11,13,9,11,16,10,13
26,2,2020,15,50,8,14,10,8,12,9,14
26,2,2020,15,55,9,16,10,7,16,6,14
26,2,2020,16,0,11,18,9,8,16,4,12
26,2,2020,16,5,13,14,10,8,17,4,9
26,2,2020,16,10,11,17,9,9,16,7,9
26,2,2020,16,15,10,15,9,9,12,8,7
26,2,2020,16,20,12,14,11,6,17,6,8
26,2,2020,16,25,9,15,13,7,17,7,7
26,2,2020,16,30,9,16,12,7,18,7,10
26,2,2020,16,35,12,14,11,7,18,9,13
26,2,2020,16,40,12,13,9,7,17,10,14
26,2,2020,16,45,12,12,9,7,16,11,14
26,2,2020,16,50,10,13,7,8,13,11,15
26,2,2020,16,55,9,13,7,5,15,10,18
26,2,2020,17,0,7,11,8,7,16,10,18
26,2,2020,17,5,10,14,9,7,16,12,16
26,2,2020,17,10,9,11,9,7,20,13,18
26,2,2020,17,15,11,11,11,11,20,13,17
26,2,2020,17,20,11,12,13,12,20,13,16
26,2,2020,17,25,11,12,13,13,17,13,14
26,2,2020,17,30,13,11,12,12,16,11,11
26,2,2020,17,35,13,13,14,12,17,10,10
26,2,2020,17,40,10,13,13,10,16,10,15
26,2,2020,17,45,11,15,12,11,16,8,15
26,2,2020,17,50,12,12,13,14,16,8,13
26,2,2020,17,55,10,14,9,13,17,10,13
26,2,2020,18,0,11,12,7,15,18,11,10
26,2,2020,18,5,11,13,9,12,18,11,10
26,2,2020,18,10,9,11,11,11,16,11,11
26,2,2020,18,15,9,11,10,9,16,10,12
26,2,2020,18,20,9,11,7,10,19,12,12
26,2,2020,18,25,8,11,8,12,19,8,12
26,2,2020,18,30,9,13,9,13,16,8,13
26,2,2020,18,35,10,17,10,13,18,9,12
26,2,2020,18,40,9,17,10,12,14,10,13
26,2,2020,18,45,6,14,13,11,12,9,10
26,2,2020,18,50,5,13,13,13,14,7,10
26,2,2020,18,55,8,9,12,12,13,12,10
26,2,2020,19,0,12,11,9,12,16,14,9
26,2,2020,19,5,12,10,6,12,17,14,10
26,2,2020,19,10,11,10,9,10,20,14,8
26,2,2020,19,15,12,12,9,11,18,11,9
26,2,2020,19,20,10,11,11,10,17,11,6
26,2,2020,19,25,11,11,9,9,17,13,5
26,2,2020,19,30,8,10,14,10,14,11,4
26,2,2020,19,35,8,14,12,7,13,8,6
26,2,2020,19,40,7,17,12,5,15,10,7
26,2,2020,19,45,7,15,13,4,18,9,5
26,2,2020,19,50,6,16,15,4,20,8,6
26,2,2020,19,55,7,16,15,3,20,7,4
26,2,2020,20,0,9,16,17,7,18,5,3
26,2,2020,20,5,9,16,16,8,19,6,6
26,2,2020,20,10,10,15,16,8,18,7,6
26,2,2020,20,15,9,19,15,10,19,10,7
26,2,2020,20,20,10,16,17,13,20,4,7
26,2,2020,20,25,9,17,15,11,20,4,7
26,2,2020,20,30,9,18,11,10,20,10,7
26,2,2020,20,35,9,19,13,9,21,18,8
26,2,2020,20,40,9,18,15,10,20,15,9
26,2,2020,20,45,10,18,15,11,18,12,8
26,2,2020,20,50,9,18,14,11,18,9,8
26,2,2020,20,55,10,20,13,12,18,11,8
26,2,2020,21,0,9,19,13,12,16,10,8
26,2,2020,21,5,8,19,14,12,14,9,8
26,2,2020,21,10,5,13,15,11,14,9,8
26,2,2020,21,15,7,13,18,12,16,8,9
26,2,2020,21,20,6,13,16,9,16,7,9
26,2,2020,21,25,6,15,16,12,18,4,9
26,2,2020,21,30,5,12,14,8,18,6,11
26,2,2020,21,35,7,14,12,6,13,9,7
26,2,2020,21,40,7,14,12,8,14,8,6
26,2,2020,21,45,7,11,10,10,17,6,4
26,2,2020,21,50,7,13,10,10,15,7,7
26,2,2020,21,55,6,14,12,10,10,7,7
26,2,2020,22,0,9,12,14,11,14,9,8
26,2,2020,22,5,7,15,15,12,17,5,7
26,2,2020,22,10,8,14,14,10,17,4,9
26,2,2020,22,15,9,12,13,10,14,5,9
26,2,2020,22,20,5,13,9,9,13,6,9
26,2,2020,22,25,8,12,8,10,10,6,8
26,2,2020,22,30,9,9,10,11,18,3,8
26,2,2020,22,35,9,9,13,13,17,6,8
26,2,2020,22,40,9,10,14,13,16,6,8
26,2,2020,22,45,9,14,15,13,14,5,6
26,2,2020,22,50,8,16,14,10,11,6,5
26,2,2020,22,55,7,13,15,11,13,8,5
26,2,2020,23,0,8,13,14,11,8,11,5
26,2,2020,23,5,9,12,13,10,7,10,4
26,2,2020,23,10,7,11,13,9,8,8,4
26,2,2020,23,15,7,16,11,8,9,6,3
26,2,2020,23,20,10,14,11,7,11,10,4
26,2,2020,23,25,12,15,7,9,12,6,3
26,2,2020,23,30,9,12,7,9,13,9,4
26,2,2020,23,35,7,14,7,8,8,8,4
26,2,2020,23,40,6,12,6,8,12,13,4
26,2,2020,23,45,10,12,8,7,14,11,5
26,2,2020,23,50,10,13,8,8,14,9,5
26,2,2020,23,55,11,11,9,8,13,9,5
27,2,2020,0,0,10,13,8,9,10,11,6
27,2,2020,0,5,6,13,9,11,13,8,5
27,2,2020,0,10,7,16,7,11,12,7,5
27,2,2020,0,15,5,14,8,12,14,7,6
27,2,2020,0,20,7,9,9,11,11,7,7
27,2,2020,0,25,8,11,9,9,10,8,8
27,2,2020,0,30,8,13,9,9,11,10,5
27,2,2020,0,35,9,14,5,11,13,10,5
27,2,2020,0,40,7,14,8,10,15,10,5
27,2,2020,0,45,7,13,6,11,13,7,7
27,2,2020,0,50,8,10,6,8,9,6,7
27,2,2020,0,55,7,10,8,10,8,10,7
27,2,2020,1,0,7,9,9,11,7,10,7
27,2,2020,1,5,8,11,9,9,8,7,7
27,2,2020,1,10,9,10,8,10,10,7,7
27,2,2020,1,15,9,9,7,11,8,8,4
27,2,2020,1,20,7,9,6,10,6,7,3
27,2,2020,1,25,8,11,6,10,6,13,2
27,2,2020,1,30,6,11,6,9,7,11,3
27,2,2020,1,35,5,11,5,11,7,11,4
27,2,2020,1,40,6,10,5,10,8,9,4
27,2,2020,1,45,5,12,5,11,7,10,4
27,2,2020,1,50,4,11,5,13,6,10,4
27,2,2020,1,55,6,12,5,10,6,8,4
27,2,2020,2,0,6,12,3,9,6,10,5
27,2,2020,2,5,7,12,3,8,7,8,6
27,2,2020,2,10,6,10,4,7,5,6,6
27,2,2020,2,15,6,11,4,6,5,9,5
27,2,2020,2,20,7,12,4,5,6,7,4
27,2,2020,2,25,7,12,4,7,7,4,4
27,2,2020,2,30,7,9,3,7,5,7,4
27,2,2020,2,35,7,9,5,7,8,9,3
27,2,2020,2,40,6,7,5,8,9,10,3
27,2,2020,2,45,7,9,5,9,7,7,3
27,2,2020,2,50,9,7,4,10,3,7,2
27,2,2020,2,55,9,9,4,9,4,7,3
27,2,2020,3,0,9,7,4,6,3,6,1
27,2,2020,3,5,7,7,4,8,5,7,0
27,2,2020,3,10,7,6,5,8,5,8,0
27,2,2020,3,15,9,7,5,8,6,5,0
27,2,2020,3,20,7,9,4,9,7,3,0
27,2,2020,3,25,7,10,4,7,5,3,0
27,2,2020,3,30,8,8,3,7,8,5,0
27,2,2020,3,35,5,6,3,8,8,4,0
27,2,2020,3,40,5,6,4,7,8,7,1
27,2,2020,3,45,3,5,4,5,7,6,2
27,2,2020,3,50,4,5,4,5,6,4,2
27,2,2020,3,55,4,6,3,6,6,6,2
27,2,2020,4,0,3,8,2,6,5,8,2
27,2,2020,4,5,4,7,2,8,5,7,3
27,2,2020,4,10,4,7,3,7,5,7,5
27,2,2020,4,15,6,7,3,5,5,8,6
27,2,2020,4,20,6,6,4,4,6,10,6
27,2,2020,4,25,6,8,5,4,5,7,6
27,2,2020,4,30,5,8,4,3,7,6,6
27,2,2020,4,35,6,10,3,3,8,7,7
27,2,2020,4,40,6,9,5,4,10,9,5
27,2,2020,4,45,5,10,4,5,10,10,4
27,2,2020,4,50,3,8,5,4,10,7,3
27,2,2020,4,55,2,10,6,3,10,8,2
27,2,2020,5,0,2,7,5,3,9,6,2
27,2,2020,5,5,4,6,5,2,9,3,2
27,2,2020,5,10,4,5,5,2,7,6,2
27,2,2020,5,15,3,5,5,3,10,5,2
27,2,2020,5,20,3,8,6,3,6,6,2
27,2,2020,5,25,4,6,7,4,4,4,3
27,2,2020,5,30,5,3,7,6,5,3,2
27,2,2020,5,35,3,6,6,6,6,4,2
27,2,2020,5,40,3,6,5,5,6,4,2
27,2,2020,5,45,3,5,5,5,6,5,2
27,2,2020,5,50,3,8,5,6,8,4,2
27,2,2020,5,55,3,8,6,6,9,4,4
27,2,2020,6,0,3,7,5,6,9,5,3
27,2,2020,6,5,3,6,4,6,8,6,3
27,2,2020,6,10,4,7,3,5,9,6,3
27,2,2020,6,15,4,8,2,4,7,4,3
27,2,2020,6,20,5,9,2,5,4,4,3
27,2,2020,6,25,5,9,2,4,5,5,3
27,2,2020,6,30,4,9,2,3,6,4,2
27,2,2020,6,35,4,4,3,3,5,3,3
27,2,2020,6,40,4,1,3,3,4,7,3
27,2,2020,6,45,3,2,2,3,4,5,3
27,2,2020,6,50,3,4,2,3,5,7,4
27,2,2020,6,55,3,4,2,3,7,8,3
27,2,2020,7,0,3,7,4,2,7,7,3
27,2,2020,7,5,2,7,5,1,8,10,3
27,2,2020,7,10,2,6,5,2,10,12,4
27,2,2020,7,15,2,5,5,2,8,10,1
27,2,2020,7,20,2,6,5,0,8,10,2
27,2,2020,7,25,2,9,4,1,10,13,2
27,2,2020,7,30,2,5,6,3,7,11,4
27,2,2020,7,35,1,5,5,3,8,11,5
27,2,2020,7,40,4,4,5,3,9,9,6
27,2,2020,7,45,3,4,6,3,10,8,5
27,2,2020,7,50,3,5,7,3,12,10,6
27,2,2020,7,55,3,7,5,2,12,10,7
27,2,2020,8,0,4,8,4,2,9,10,6
27,2,2020,8,5,4,7,5,2,11,8,7
27,2,2020,8,10,6,7,6,2,9,9,8
27,2,2020,8,15,6,8,6,1,7,7,9
27,2,2020,8,20,5,6,3,1,6,8,8
27,2,2020,8,25,4,4,5,2,8,6,6
27,2,2020,8,30,4,5,4,3,11,7,8
27,2,2020,8,35,4,5,3,2,10,5,6
27,2,2020,8,40,3,5,4,2,10,5,7
27,2,2020,8,45,3,6,2,0,12,6,7
27,2,2020,8,50,3,5,2,1,12,7,8
27,2,2020,8,55,0,4,3,1,11,7,8
27,2,2020,9,0,1,4,2,2,13,6,4
27,2,2020,9,5,2,5,0,2,12,6,4
27,2,2020,9,10,2,4,1,3,10,6,3
27,2,2020,9,15,1,4,1,2,9,8,2
27,2,2020,9,20,2,4,1,4,11,9,1
27,2,2020,9,25,3,4,1,5,10,5,3
27,2,2020,9,30,3,4,3,5,11,5,4
27,2,2020,9,35,5,4,4,3,11,6,2
27,2,2020,9,40,7,6,7,3,9,6,3
27,2,2020,9,45,6,6,8,3,7,6,5
27,2,2020,9,50,8,7,9,4,8,8,5
27,2,2020,9,55,7,8,9,5,10,8,3
27,2,2020,10,0,5,7,10,3,10,6,2
27,2,2020,10,5,5,9,10,4,10,5,3
27,2,2020,10,10,6,10,10,5,10,5,4
27,2,2020,10,15,2,10,10,5,12,4,6
27,2,2020,10,20,3,10,11,7,14,5,5
27,2,2020,10,25,5,11,10,6,13,7,4
27,2,2020,10,30,5,11,11,7,12,7,3
27,2,2020,10,35,5,10,9,7,13,9,5
27,2,2020,10,40,6,11,9,9,12,8,4
27,2,2020,10,45,7,12,9,10,12,7,4
27,2,2020,10,50,7,11,8,9,11,7,5
27,2,2020,10,55,7,10,6,10,15,7,5
27,2,2020,11,0,7,8,6,10,15,7,6
27,2,2020,11,5,8,7,5,10,13,6,7
27,2,2020,11,10,7,10,5,10,12,5,7
27,2,2020,11,15,8,10,7,6,13,6,7
27,2,2020,11,20,6,7,9,5,8,7,8
27,2,2020,11,25,9,11,7,6,7,6,10
27,2,2020,11,30,8,9,10,6,6,6,9
27,2,2020,11,35,11,11,12,7,5,4,8
27,2,2020,11,40,10,9,13,7,6,5,9
27,2,2020,11,45,11,12,11,7,9,6,8
27,2,2020,11,50,10,13,12,7,12,5,10
27,2,2020,11,55,10,11,11,6,9,7,9
27,2,2020,12,0,11,12,9,7,9,7,7
27,2,2020,12,5,10,11,12,6,9,8,7
27,2,2020,12,10,9,9,10,6,10,8,7
27,2,2020,12,15,12,7,11,4,10,6,8
27,2,2020,12,20,12,7,12,6,10,5,7
27,2,2020,12,25,11,10,11,5,10,6,10
27,2,2020,12,30,12,8,10,7,10,4,12
27,2,2020,12,35,9,11,6,8,10,5,12
27,2,2020,12,40,7,11,8,8,12,5,10
27,2,2020,12,45,8,13,9,8,13,7,9
27,2,2020,12,50,9,14,10,8,14,6,9
27,2,2020,12,55,10,12,9,8,14,6,8
27,2,2020,13,0,11,11,11,8,13,5,8
27,2,2020,13,5,12,10,10,7,16,5,6
27,2,2020,13,10,10,10,9,5,13,5,7
27,2,2020,13,15,9,10,12,5,12,7,9
27,2,2020,13,20,8,10,11,5,12,9,12
27,2,2020,13,25,8,12,9,6,10,10,8
27,2,2020,13,30,9,12,9,5,10,9,8
27,2,2020,13,35,9,14,11,5,14,7,8
27,2,2020,13,40,10,13,9,6,14,5,11
27,2,2020,13,45,9,15,10,8,15,5,10
27,2,2020,13,50,10,14,12,13,15,7,7
27,2,2020,13,55,8,15,12,12,14,7,8
27,2,2020,14,0,9,15,12,9,14,9,9
27,2,2020,14,5,7,15,11,9,17,10,9
27,2,2020,14,10,6,15,11,11,18,11,10
27,2,2020,14,15,4,16,10,10,18,13,10
27,2,2020,14,20,6,18,9,11,16,9,8
27,2,2020,14,25,9,17,9,9,17,12,7
27,2,2020,14,30,8,15,7,9,17,10,8
27,2,2020,14,35,6,16,8,8,16,8,10
27,2,2020,14,40,6,16,10,6,18,9,9
27,2,2020,14,45,7,11,10,11,15,9,10
